subject_id,trial_index,block_index,position_in_block,condition,label,remember,digit_1_zscore,digit_2_zscore,digit_3_zscore,digit_4_zscore,digit_5_zscore,digit_6_zscore,digit_7_zscore,digit_8_zscore,digit_9_zscore,digit_10_zscore,digit_11_zscore,digit_12_zscore,digit_13_zscore,split,correct,accuracy,personal_zscore,overload_percentile,overload_label,movement_mean,movement_std,movement_max,movement_min,movement_median,movement_p95,movement_p99,movement_iqr,movement_cv,movement_skew,movement_kurtosis,scanpath_length,num_samples,gaze_dispersion,dispersion_x,dispersion_y,center_distance_mean,center_distance_std,center_distance_max,gaze_velocity_mean,gaze_velocity_std,gaze_velocity_max,acceleration_mean,acceleration_std,acceleration_max,fixation_mean_duration,fixation_max_duration,fixation_count,hull_area,n_blinks_ours,blink_rate_per_min_ours,mean_ibi_ours,std_ibi_ours,blink_entropy_trial_ours,blink_ratio,blink_duration_mean,blink_duration_std,blink_duration_max,blink_duration_min
sub-013,0,0,1,9,Medium,False,-0.4988486454842876,-0.214221668197325,-0.0358296995636201,-0.2104568017879379,-0.689060237866534,-1.0002861925430342,-0.5644209670792715,-0.940599645807161,-1.1036392878643386,,,,,train,,,,,,-0.14827461855686405,0.11724718385653839,-0.20718980565422826,0.628531988005177,-0.9805647350230859,-0.2680452732782837,-0.16589521909253002,-0.5803088830154876,0.7372985052538497,-0.37872953638721507,-0.6337803357210978,5.456276810395684,7008,-0.15087260783804218,-0.503343290166918,-0.0008430932166803732,-0.3903920269172175,0.004172330930183233,0.4148336268306836,0.4449198879088807,0.8391396280924065,0.8081799077996626,0.06409386162744073,0.20006870042457642,0.1694100355587678,-0.10515146943543709,-0.1123643778076624,628,-0.27778240770191714,4.0,8.324407670721099,-0.10534594682258051,-0.2710876219574938,1.936295221450474,-0.09093879021511077,-0.1462738126146084,-0.12898447140471744,-0.18356753744030704,-0.13151356747128534
sub-013,1,0,2,5,Low,False,-0.3462775814393772,-0.3407612488928544,-0.861497517752903,-0.2849052873195326,-0.740620347823501,,,,,,,,,train,,,,,,0.17949054346567123,0.6403855916577936,0.2712359040156692,-0.7661632178225318,-0.6283840240285361,-0.18629107497590136,0.060718652164067896,-0.37097431503706896,1.312525897818097,-0.48749101930161376,-0.7065306080738086,4.707164994708374,5037,-0.012836358116598575,0.44249962610077637,-0.36656649262503993,-0.5328021961250191,-0.15860857428191194,0.5648870382664705,2.1240253401710216,2.8732194078887,2.28766848427116,2.4473201904360957,2.9824682098655066,2.3186167980149124,0.13584347428568364,-0.1123643778076624,450,0.06135722258713922,2.0,5.784518047277767,-0.2007856203740538,-0.5206381969625633,-0.7307136121782056,-0.10318732801834506,-0.13094273436326354,-0.1513187686458862,-0.17380695108860897,-0.10071389569243043
sub-013,2,0,3,13,High,False,-0.5529599312615905,0.1703309643629855,0.411025630116329,0.6787411660623285,0.3868492829405366,0.0548336679047019,-0.1348371232654369,-0.3992488739319791,-0.6293596266066095,-0.533048270583457,-0.5873314514134862,-0.5110055288160473,-0.5966064130447539,train,,,,,,0.03849439149222373,0.2755501687287247,-0.041118173378039476,-0.7661632178225318,-1.0829311190602144,-0.18510196510683474,0.11314724301534329,-0.6745235004811339,0.7868993246626415,-0.48178842755983103,-0.6893499519849285,7.787488257506872,8977,0.7149891942853709,0.33010357782237376,0.929917089568,-0.39594860090514716,0.9086097683689981,1.0242715113305862,-0.39945113943788113,-0.5179144602106234,-0.5265356682282436,-0.4290572618035459,-0.5046388489672732,-0.503349755908326,0.6578999770199091,-0.1123643778076624,796,-0.023504634842120477,4.0,6.493336091760465,1.1909514029855994,1.5975014631105224,1.936295221450474,-0.10204871112770411,-0.1370362994640932,-0.11996056674678506,-0.16418638300068186,-0.11580371506753438
sub-013,3,0,4,9,Medium,True,0.0314336715051822,0.2415828054429072,0.0986112550972928,0.5677895405777301,0.612256602308012,0.5308171964753134,0.3900696968387703,0.3781912829667397,-0.0945965097491554,,,,,train,,0.6666666666666666,0.6039035373558734,27.29538884372063,0.0,0.10972671269136844,0.46410452547966463,0.3483012562511856,-0.028156333166080374,-0.71808145393934,-0.15739657784832958,9.009769650159483e-05,-0.32259003169337136,1.0710847142381716,-0.42761920192221536,-0.6318147327203244,8.678702825135044,9628,0.13754494970023248,0.13264872406305667,0.17659230132695333,-0.5142774137691931,0.05906408801600122,0.18415679364151327,-0.4004650229570144,-0.5158121663178228,-0.5245411648501688,-0.4290090885049448,-0.504605292985443,-0.5033366256854959,0.12092971545074511,-0.1123643778076624,860,0.1830251931054346,4.0,6.019285791653496,0.16231435864273008,0.5628518404264294,1.936295221450474,-0.07350156178823623,-0.1246798410474508,-0.11222994011380835,-0.15034937303454923,-0.10649866290902538
sub-013,4,0,5,5,Low,True,-0.3332181400202523,-0.0803678649152838,-0.941367123716108,-0.3730961063296326,-0.5586951525826157,,,,,,,,,train,,1.0,1.4998043894772246,6.683253999050192,0.0,-0.3911470293431822,-0.14857725364479873,-0.20783401243311597,-0.7661632178225318,-1.0964188299002455,-0.3818122157461155,-0.30975124607629195,-0.888008078328335,0.4825367116620663,-0.03691772470653687,-0.35383576931396754,4.516928320838137,6813,-0.16211702203431835,-0.41133565513972625,-0.033770439324391485,-0.36291829574280166,-0.040523332645408604,-0.421494155182714,0.17892316665974964,0.4302205386040477,0.3953782987418888,-0.19529661189099684,-0.17400828791443396,-0.19209788468619232,0.6022373869416101,-0.1123643778076624,605,-0.32109983428049077,1.0,2.161459583416334,-0.6270701829924403,-0.5206381969625633,-0.7307136121782056,-0.2852467766736009,-0.17870948523837174,-0.17797748405055921,-0.2209218280015859,-0.1424764741361468
sub-013,5,0,6,9,Medium,True,0.5797398907958112,0.3134687352610177,1.0295528794907962,0.1291959464499208,1.038479319634033,0.8813667511348761,1.2979292486017782,1.0812617638849378,1.443869626421041,,,,,train,,0.2222222222222222,-0.5906309321392611,72.26161326536177,1.0,-0.040265742829963966,0.30886507217469594,-0.06334315149019437,0.10823329257462934,-0.6703061583951632,-0.150094864223769,-0.13849097682739708,-0.3837802781434504,0.9943737425263158,-0.35487358266787616,-0.6276827295438719,8.100123850547082,9759,-0.13601190410213948,-0.3199339685957067,-0.023322905291268403,-0.5797105368956245,-0.3339037739552851,-0.42786850453861447,-0.42268405654215696,-0.5233270748893177,-0.5246786698200817,-0.42911215587682616,-0.5046686090782747,-0.5033443532415826,0.4195485271455109,-0.1123643778076624,868,-0.2381914009269262,3.0,4.516707294363389,1.1298400163525533,0.16666267297880305,0.9519816139960373,-0.1776699204539735,-0.14307672017621098,-0.16636249735013656,-0.1865739454898859,-0.10855655581618834
sub-013,6,0,7,5,Low,True,0.0422045648476752,0.1605682121658379,0.2934920898206852,0.3398117297980851,0.4346906902531526,,,,,,,,,train,,1.0,1.4998043894772246,6.683253999050192,0.0,-0.40517712349096147,-0.26301493301823076,0.017157243314323063,-0.7661632178225318,-0.8201187838133837,-0.3176729379895762,-0.2378341658019675,-0.6517492053885774,0.18072867542357415,1.1487769870824782,1.0797402295470426,4.489159259825156,6840,-0.1208205327227265,-0.35121194736488315,0.006336519870125803,-0.6780184164667573,-0.04197132021602091,-0.3306919057882421,-0.44601762980855036,-0.5277192336148304,-0.5276296113565023,-0.429103185438962,-0.5046757852380149,-0.503356537995135,1.2967840621946396,-0.9791752923239143,601,-0.2598756304836045,1.0,2.1626757589172865,-0.6270701829924403,-0.5206381969625633,-0.7307136121782056,-0.234329701970903,-0.1379054081205093,-0.17797748405055921,-0.1858101892689031,-0.10068941652141394
sub-013,7,0,8,9,Medium,True,-0.939965212520856,-0.6560381113752275,-1.1874590988512954,-0.7208038541647912,-0.933654541066992,0.0479344896895646,-0.0948509204269956,-0.6464527846735844,-0.9068455254112024,,,,,train,,0.2222222222222222,-0.5906309321392611,72.26161326536177,1.0,-0.17053989150606483,0.28074806592263446,0.12255428173281298,-0.3152117740501795,-0.7676051709120223,-0.30673612632247493,-0.20138731952119499,-0.5280715828250743,1.177898120269514,-0.04612373663175011,-0.37652202961813513,7.511165084091175,9780,-0.3354715413891708,-0.4741972078110383,-0.2502497282996171,-1.0525690404204118,-0.4713315698494752,-0.45534570283582027,-0.445492375132263,-0.5344915595537608,-0.5350034545020791,-0.4291511006595406,-0.5047262995707361,-0.5034084225724782,0.4012055280381947,-0.1123643778076624,870,-0.23919617790428524,3.0,4.512495095934047,0.5900994790889426,1.2125477089403474,0.9519816139960373,-0.18028180690964274,-0.14403664770361743,-0.1594517910141021,-0.1859073338957865,-0.11298129844046478
sub-013,8,0,9,9,Medium,True,-0.4097402744641256,0.3453276208956278,-0.0900579052365682,0.456154016086012,0.0911542585408387,0.1339250033283289,-0.0099155780089881,-0.4830016218911629,-0.1454703283273891,,,,,train,,0.3333333333333333,-0.2919973147654774,61.485566147073065,1.0,-0.2951537847850245,-0.06099898972626091,-0.06222834677824446,0.6554098094671851,-0.6611673170850765,-0.2846911951825156,-0.21491860728769738,-0.4167794969500813,0.5466855746188656,0.4375915068286515,0.1372074768769843,6.9197807393169946,9764,-0.2196666997272224,-0.21119758090537402,-0.18296997151984457,-1.0280657955612478,-0.48150598322180843,-0.3542187396743271,-0.4376413952294814,-0.5256624449467994,-0.5251193540238622,-0.42910626504444155,-0.5046707539315889,-0.5033427731913099,-0.0021002630387476112,0.7544465367085895,874,-0.24962864507450577,3.0,4.511972507577185,0.8396483514845294,0.18956697797524458,0.9519816139960373,-0.15818097291393693,-0.13554077169789525,-0.16727026647086032,-0.18205685390254037,-0.10233179934392045
sub-013,9,0,10,13,High,True,0.2069911386972293,0.4750685804491983,0.1368243258418457,0.4110728625150469,-0.1409037440062172,0.7928582387364548,0.5472011139254946,1.145109501008028,1.3676813927332143,-0.4076712957709744,0.6708133524263271,-0.030676065256804,0.8303312573336883,train,,0.3076923076923077,-0.3609127649286581,64.09176695902252,1.0,0.12736597439874997,0.814913238913592,0.4353891263641642,-0.7661632178225318,-0.5511424732687249,-0.14455262186666085,-0.09537346657701425,-0.24598763000900284,1.767810979047082,-0.2622917765555365,-0.5555857126266159,11.587477678817129,12736,-0.06698568781857082,0.043389990924569445,-0.09015720614675297,-0.9971535444018409,-0.12089763629632484,0.08288358491705314,1.2346950149292253,2.9768644116050247,4.0934643947256095,1.4336759334631295,3.088351313233131,4.120863156966443,-0.2722511992882751,0.7544465367085895,1144,0.07774422004630725,3.0,3.462600545304924,1.4533022728942144,2.7022778433571935,0.9519816139960373,-0.2097945005377464,-0.14501099311483476,-0.1637672246183738,-0.18803979647069954,-0.11268352151164951
